0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
0.8279139569784891,0.6861111111111111,0.36363636363636365,0.4051539012168933,0.5581395348837209,0.4263032176478853,0.6377952755905512,0.984251968503937,0.8622047244094488,0.10065523490868535,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-1.0
0.3676838419209604,0.4138888888888889,0.16666666666666669,0.17680744452397995,0.2868217054263566,0.2263594211043979,0.9212598425196851,0.9448818897637795,0.5314960629921259,0.2396486825595985,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.6703351675837917,0.5416666666666667,0.21212121212121213,0.0,0.2235142118863049,0.3918786005339328,0.8543307086614174,0.9881889763779528,0.6496062992125984,0.355778614247874,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.6213106553276638,0.6083333333333334,0.33333333333333337,0.674302075876879,0.5762273901808785,0.614163271041169,0.7480314960629921,1.0,0.7598425196850394,0.1904363585668479,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.7053526763381689,0.24444444444444446,0.36363636363636365,0.1073729420186113,0.27260981912144705,0.32977378108753685,0.9724409448818897,0.7637795275590551,0.0,0.07988289418653284,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-1.0
0.33266633316658323,0.45833333333333337,0.07575757575757576,0.40085898353614885,0.28294573643410853,0.11662217226359421,0.8858267716535433,0.952755905511811,0.5944881889763779,0.5278126306984525,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.5577788894447223,0.5916666666666667,0.10606060606060606,0.231209735146743,0.2713178294573643,0.5583813404524378,0.84251968503937,0.968503937007874,0.6614173228346456,0.3181374599191412,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.7253626813406703,0.9055555555555556,0.2272727272727273,0.4345025053686471,0.42764857881136953,0.43304763242939437,0.7165354330708661,0.8740157480314961,0.7047244094488189,0.10455876202425764,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.3741870935467734,0.2555555555555556,0.19696969696969696,0.13600572655690765,0.2739018087855297,0.16397358437543907,0.9448818897637795,0.8622047244094488,0.421259842519685,0.1889028300571588,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
0.7463731865932967,0.18888888888888888,0.06060606060606061,0.36506800286327845,0.2751937984496124,0.12406913025151046,0.8818897637795275,0.9094488188976377,0.5590551181102362,0.35131744040150564,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0
0.46473236618309144,0.06944444444444445,0.18181818181818182,0.3464566929133858,0.24289405684754523,0.29155543065898554,0.8385826771653543,0.8385826771653543,0.5275590551181102,0.31967098842883035,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.0
