,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,35,36,37,38,39,40,41,42,43,44,45,46,47,48,49,50,51,52
265982,0.5227613806903452,0.5333333333333333,0.21212121212121213,0.19828203292770222,0.351421188630491,0.3625632377740304,0.8582677165354331,0.984251968503937,0.6377952755905512,0.18722988986477068,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
394814,0.7153576788394197,0.5,0.13636363636363635,0.6678596993557623,0.3798449612403101,0.33740865654862284,0.8818897637795275,0.968503937007874,0.610236220472441,0.27031925275338076,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51506,0.5072536268134066,0.55,0.2727272727272727,0.15032211882605584,0.35400516795865633,0.2450815064643058,0.8307086614173228,0.9960629921259843,0.6692913385826772,0.20298341000975884,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
345218,0.6538269134567284,0.6694444444444445,0.09090909090909091,0.04294917680744452,0.23385012919896642,0.12141652613827994,0.8188976377952756,0.9645669291338582,0.6889763779527559,0.32524745573679076,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
27570,0.6533266633316658,0.35000000000000003,0.2878787878787879,0.030064423765211165,0.22997416020671835,0.15205171444631815,0.9763779527559056,0.8818897637795275,0.3779527559055118,0.2066081137599331,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
411447,0.4282141070535267,0.9750000000000001,0.12121212121212122,0.12168933428775948,0.2661498708010336,0.31534569983136596,0.8110236220472441,0.8937007874015748,0.6259842519685039,0.630001394116827,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208427,0.5172586293146572,0.9805555555555556,0.15151515151515152,0.030064423765211165,0.22997416020671835,0.42060146149522204,0.7992125984251969,0.8740157480314961,0.6220472440944882,0.3094939355918026,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208502,0.46123061530765386,0.725,0.4545454545454546,0.47315676449534716,0.7416020671834626,0.10441259134345138,0.5196850393700787,0.937007874015748,0.9291338582677166,0.28551512616757285,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33513,0.37918959479739855,0.7000000000000001,0.10606060606060606,0.28632784538296346,0.3397932816537468,0.33684654300168637,0.8070866141732284,0.9645669291338582,0.7007874015748031,0.06398996235884567,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
11500,0.664832416208104,0.788888888888889,0.09090909090909091,0.31710808876163205,0.3023255813953488,0.8447161326587971,0.8031496062992126,0.9448818897637795,0.6929133858267716,0.3858915377108602,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
231580,0.7638819409704852,0.8,0.030303030303030304,0.6456692913385826,0.47932816537467704,0.15106801573917933,0.8385826771653543,0.9409448818897638,0.6456692913385826,0.0889446535619685,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
